job_title,location,company,salary,rating,summary
Business Intelligence Developer,"Chicago, IL 60637 (Woodlawn area)",The University of Chicago,,4.1,Remove from Posting On or Before. Two years’ experience with: data warehousing; data modeling; SSAS; SSRS; SSIS; PowerBI; MDX required.
Research Analyst- Entry,"Chicago, IL 60661 (West Loop Gate area)","The Segal Group, Inc.",,,"The ideal candidate will have Bachelor's degree from a four-year college or university with a major in an analytic field such as finance, accounting, or…"
Data Scientist/Data Integrity Analyst,"Downers Grove, IL 60515",Sentinel,,3.5,"Performing data cleansing procedures as needed. Serves as a data steward, responsible for. Experience with SQL and/or relational databases."
Data Engineer/ ETL Developer,"Chicago, IL 60604 (Loop area)",SDH Systems,"$81,931 a year",,"Documents data flow diagrams, security access, data quality and data availability across all business systems. Work Schedule: Full Time, 40 Hours/Week."
"Business Intelligence Analyst, Finance","Chicago, IL (West Town area)",Google,,4.3,"Conceptual, logical and physical data modeling and data architecture knowledge. Using your technical skills, business acumen and creativity, you'll build…"
Business Analyst,"Chicago, IL",First Notch Technology LLC,$28 - $35 an hour,,Using and applying a variety of data modelling techniques. Project related various business and technical documentation and specification.
BUSINESS INTELLIGENCE ANALYST,"Chicago, IL 60611 (Streeterville area)",PDI,,,"High emotional intelligence and interpersonal skills. 2-3 years of professional experience in an analytical and/or client-facing role, preferably in retail or…"
Consumer Research & Data Analyst,"Chicago, IL 60606 (The Loop area)",Mintel,,3.9,Maintaining internal databases: Gathering market data through secondary research such as industry or government data (eg Census data).
Business Consultant/Analyst,"Chicago, IL",AssetMark,"$73,043 - $152,714 a year",3.6,"Financial services, practice management and / or business consulting experience preferred. Participate in business consulting learning / training opportunities."
"Analyst, Business Intelligence","Chicago, IL 60601 (The Loop area)",Publicis Health Media,,2.9,"Experience with SAS, SPSS or other data manipulation tools a plus. 0-2 years of business experience working in Marketing, Advertising or Consulting."
Business Intelligence Analyst,"Chicago, IL 60604 (Loop area)",ELITE DENTAL PARTNERS L,,,"A minimum of 3+ years experience with database reporting tools, query writing using SQL or other data access tools."
Business Data Analyst,"Chicago, IL",Intone Networks,,4.2,"The analyst will gather requirements, define the data sourcing required, create the appropriate data pipelines in Alteryx, deliver transformed data to an…"
Jr. Business Analyst,"Chicago, IL",Kani Solutions,"$65,000 - $90,000 a year",,Maintain the storage and retrieval of all project communications data and business metrics. Establish and document business processes.
Commercial Banking - Senior Business Intelligence & Data Analyst - Associate,"Chicago, IL","JPMorgan Chase Bank, N.A.",,3.9,"Proficiency with data analysis toolset required: databases, SQL and data visualization. Perform data analysis to generate insights. E.g., Qlik Sense preferred."
Data Engineer,"Chicago, IL 60607 (West Town area)",McDonald's Corporation,,3.5,"The role will work closely with data scientists and ML engineers and includes designing, architecting, and building data pipelines to support business use cases…"
Data Engineer,"Chicago, IL 60607 (West Town area)",McDonald's Corporation,,3.5,"The role will work closely with data scientists and ML engineers and includes designing, architecting, and building data pipelines to support business use cases…"
Data Engineer,"Chicago, IL (Near North area)",Intuites,$37 - $50 an hour,,"Develop solutions leveraging cloud big data technology to ingest, process and analyze large, disparate data sets to exceed business requirements."
Junior Data Analyst,"Chicago, IL 60606 (Loop area)",Enverus,,3.6,Bachelor’s degree or equivalent experience. Knowledge of financial and/or energy market is a plus. Work closely with the data team when issues are found during…
Database Developer,"Chicago, IL","JPMorgan Chase Bank, N.A.",,3.9,"Analyze database performance and provide database administration and support. Perform project management, database upgrades and migration."
Data Scientist,"Chicago, IL",Kraft Heinz Company,,3.6,"Deliver systematic approaches and integrating work into products and tools with a trailblazing team of data engineers, analysts, developers, and sometimes chefs…"
